session_id,target
1,0.0001954380386796176
2,1.2601710678324512e-24
3,5.139472101882112e-19
4,6.593959443706791e-06
5,0.0007828373808401763
6,4.131039405341362e-05
7,0.004648991950041389
8,0.0026671288765306844
9,2.72962478780456e-05
10,0.0020200889870692343
11,0.0010264716847210695
12,2.8557164991958943e-05
13,7.96056876258701e-05
14,0.014948417544390052
15,0.002429500952293958
16,0.0001632856013402978
17,0.0025839030455812035
18,2.2677407547609192e-05
19,0.011714748849993227
20,1.2473415164879879e-24
21,0.05703634518808094
22,4.349881111122102e-11
23,0.0008944017770464155
24,6.87181416769333e-05
25,0.014414853310726028
26,0.00015437414320334324
27,6.958162952566024e-05
28,2.234803650387589e-05
29,0.021562731119712412
30,0.0024544177756500073
31,0.018361988242200946
32,0.018195040396669
33,8.494925631396895e-05
34,2.3902091842676474e-13
35,0.021096796384201266
36,0.0013710212511522512
37,5.149963590125699e-11
38,8.458019357050456e-21
39,0.0024210820809083093
40,2.0868055496774437e-05
41,0.0032710208911837513
42,8.817808022542452e-05
43,0.0009046386949389065
44,6.182930381374812e-06
45,0.05698769227692864
46,0.0011385325852435425
47,0.0002833010778036116
48,1.5193423219960734e-06
49,0.0008395034608842627
50,1.9242126543580424e-05
51,1.0821351271848045e-14
52,0.0006422873993261457
53,0.05719021098763646
54,0.0015581166799815418
55,0.0016674719970913854
56,0.00013038258776634545
57,1.8170700538475923e-05
58,4.871424436706172e-05
59,1.297096996090904e-24
60,9.682454734818676e-12
61,3.273518004463998e-05
62,0.00043962140991854356
63,2.4029084537882164e-05
64,0.002235529690684973
65,1.289321652101549e-24
66,1.2943370139726485e-22
67,0.00020934734157442508
68,0.0007931406607751264
69,0.10833570149029095
70,3.6983849165735275e-05
71,0.0018809825009964572
72,6.178062474256177e-23
73,0.0004986977470819459
74,5.901558446326969e-23
75,0.0007638455250059935
76,0.0019957455121526794
77,0.002848496123791796
78,0.0039019824405414714
79,0.0006033340108480193
80,1.7841146585554256e-05
81,4.7383738506210825e-05
82,5.9308410010357626e-09
83,1.2678002280235521e-05
84,0.456072655543624
85,2.2785826119986997e-07
86,1.2575525307445317e-24
87,0.005314640300459959
88,8.286417562641497e-05
89,0.0028802087249810947
90,0.22620526961547222
91,4.5936955850168556e-05
92,1.5835433537965544e-05
93,0.04208489941126131
94,9.584548670681515e-05
95,0.0005687350949905468
96,1.2569624904809728e-24
97,0.002540362357135684
98,8.70176032892937e-09
99,4.3207469287676205e-05
100,0.0016526749764634993
101,7.318972026675872e-05
102,0.0007974915314116973
103,0.00012350045118362252
104,0.0005612090149533188
105,0.0005108288722780671
106,3.361010932463184e-05
107,7.403458221069536e-05
108,3.4479927336150843e-09
109,2.775688891052676e-05
110,3.646403468454877e-05
111,0.002224998860335945
112,2.0452023299643413e-07
113,0.0003961439672979506
114,1.5533251920568826e-05
115,3.239654409364455e-05
116,9.172672952561812e-06
117,0.00026458535954196604
118,0.007168655528051201
119,2.8378913188874638e-05
120,0.002411649660221206
121,1.3954914415416639e-05
122,4.898853700179223e-05
123,6.533585573672667e-05
124,8.844021392933474e-09
125,0.006024686705933316
126,1.2519463576130592e-24
127,3.866125975608391e-11
128,7.919996867722906e-05
129,0.004258375723865126
130,0.009779934999983522
131,0.0005636246432093004
132,0.0046638166951095345
133,0.0025799340101511806
134,0.0007836685440945089
135,2.053778071553016e-08
136,0.002244564869910453
137,9.691446518992633e-05
138,0.004066527485604929
139,1.1443079708199784e-18
140,6.954067875136183e-05
141,1.254529881938164e-24
142,6.89083720767928e-05
143,0.00010055880778753358
144,0.003969259553710695
145,1.1580207308612408e-24
146,0.0004980638997317925
147,9.84236541418071e-05
148,0.0024088806701883423
149,0.004571452628627936
150,0.02413253278994234
151,6.260197906960745e-11
152,0.010269366294119614
153,0.00010536556540089997
154,0.00024979250161110664
155,3.913832984278948e-05
156,4.262892259523616e-05
157,4.734133257204325e-05
158,0.0022682253644820765
159,6.111030462282497e-23
160,5.0975174308811694e-05
161,0.004405991516654587
162,0.0006993846060951645
163,1.0815802965131216e-08
164,0.006976617999708611
